100.0,0.099483957544,0.0746147286941,0.0,3.9479377269744873,100
100.0,0.102360581922,0.0774134251383,0.0,4.001399040222168,111
125.0,0.0990005750135,0.0748180801021,0.0,4.249779939651489,122
125.0,0.0997507724301,0.073598167661,0.0,4.3669586181640625,133
150.0,0.0993074264428,0.0727441346151,0.0,4.315414905548096,144
150.0,0.0943478041559,0.0706839554581,0.0,4.377688407897949,155
175.0,0.09127389122,0.0692242047181,0.0,4.259562015533447,166
175.0,0.0902707478863,0.067994413903,0.0,4.291406154632568,177
200.0,0.0882445087613,0.0645957698235,0.0,4.351071119308472,188
200.0,0.0881070456592,0.0651787493572,0.0,4.315276622772217,199
200.0,0.085583106538,0.0643591600368,0.0,4.3767876625061035,210
225.0,0.06376313021,0.0477340674853,0.0,3.9639055728912354,221
225.0,0.0605035415741,0.0442639344858,0.0,4.113415479660034,232
250.0,0.0637347644469,0.0457662398307,0.0,4.352242469787598,243
250.0,0.0620263617839,0.0473155041557,0.0,4.207789659500122,254
275.0,0.0614304791377,0.0465050322748,0.0,4.499571800231934,265
275.0,0.0628396379902,0.0464996028962,0.0,4.346923589706421,276
275.0,0.062013315583,0.0452731479292,0.0,4.359727621078491,287
300.0,0.0639628167284,0.0489554887045,0.0,4.3887903690338135,298
300.0,0.0602445087613,0.0456072705179,0.0,4.466503620147705,309
325.0,0.0594665158813,0.0463479835206,0.0,4.338670969009399,320
325.0,0.0604532142403,0.0453207944607,0.0,4.396591424942017,331
350.0,0.0613833518758,0.0444650210779,0.0,4.342513561248779,342
350.0,0.062013052496,0.0461611478984,0.0,4.286640882492065,353
375.0,0.0592721278987,0.045378652346,0.0,4.595279693603516,364
375.0,0.0612844379779,0.0468868438586,0.0,4.315362215042114,375
375.0,0.0590691634626,0.0440173776878,0.0,4.3865807056427,386
400.0,0.0365973353728,0.0280896668998,0.0,3.9835097789764404,397
400.0,0.035526351744,0.0267403134677,0.0,3.90836501121521,408
